TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20080718,12.828,1.0,11.798,2.061,1.0,12.975,5.608,1.0,15.159,14.008,1.164,15.324,3.36,12.828,1.0,11.798,2.061,1.0,12.975,5.608,1.0,443.574,225.784,1.0,231.331,225.784,1.0,-9999,-9999,317.573,317.573,0.0,332.174,1.0,321.702,332.174,1.0,3.027,1.0,4.919,3.027,1.0,99.786,99.786,0.0,0.07,0.07,0.0,1.602,1.82,1.0,0.211220058824,0.708333333333,118.779375,1.0,428.675333333,1.0,-9999,-9999,27.5443,1.0,68.5118,0.916667,51.1708,36.7759,54.3395,2.5083,13.2592,59.4592,1.0,44.4094,31.9165,47.1595,2.42253,11.5562,15.0,1,6,42,6,42,-1.83884,0.916667,0.234572,0.247853,-1.84367,0.916667,0.238743,0.251804,-1.76194,0.895312,0.0321263,-2.17233,-1.86237,-1.86131,-1.83606,-1.70228,-1.70228,-1.25356,0.895833,0.916667,0.916667,0.916667,0.895833,0.895833,0.8125,3.26517,0.242398,1.0,0.40565,0.407531,-2.49158,3.92664,0.904762,0.251753,0.267025,3.2854,0.235101,1.0,0.467201,0.468834,-2.4998,3.90507,0.904762,0.254318,0.269445,3.23667,3.26517,3.29638,3.32495,3.34339,3.34339,3.3644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.86628,-2.52776,-2.52751,-2.49653,-2.34973,-2.34973,-1.85147,0.880952,0.904762,0.904762,0.904762,0.880952,0.880952,0.785714,4.03236,3.95958,3.98552,0.00933039,3.85844,3.9222,3.98511,3.98949,4.02877,4.03236,4.03338,5.70871,5.80325,5.74746,0.0301382,5.18101,5.70871,5.73106,5.80325,5.84748,5.85087,5.94952,5.26451,5.29163,5.28335,0.0111674,5.22142,5.24138,5.25543,5.27327,5.31576,5.31626,5.39384,7.38413,7.28093,7.3647,0.019693,7.14093,7.25951,7.26208,7.37051,7.42438,7.42482,7.56099,-9999,-9999
20080719,19.391,1.0,16.6,3.333,1.0,19.789,5.208,1.0,19.007,15.346,1.044,19.53,3.059,19.391,1.0,16.6,3.333,1.0,19.789,5.208,1.0,440.624,160.791,1.0,156.276,160.791,1.0,-9999,-9999,352.346,352.346,0.0,416.339,1.0,358.429,416.339,1.0,4.136,1.0,5.133,4.136,1.0,99.851,99.851,0.0,2.368,2.368,0.0,2.845,3.038,1.0,0.275696219512,0.854166666667,87.9755,1.0,308.313416667,1.0,-9999,-9999,26.8815,1.0,69.2191,1.0,50.1,37.1044,54.9004,2.64828,13.4552,15.2352,1.0,11.027,8.1667,12.0836,2.01548,3.53453,15.0,1,6,42,6,42,-0.968384,1.0,0.230265,0.235632,-0.992878,1.0,0.239267,0.244437,-0.975774,1.0,0.00775675,-1.05748,-1.02468,-1.00237,-1.00099,-0.924673,-0.924673,-0.889647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.44123,0.605521,1.0,0.397499,0.398622,-1.70095,3.92825,1.0,0.247154,0.252592,4.45517,0.697551,1.0,0.49577,0.496671,-1.72992,3.88683,1.0,0.253811,0.259109,4.3322,4.44123,4.44123,4.45987,4.50103,4.50103,4.57189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.7835,-1.76562,-1.73953,-1.73838,-1.66136,-1.66136,-1.63123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.81739,4.51865,4.69354,0.0277512,4.40857,4.5564,4.55872,4.719,4.81739,4.82604,4.87706,5.76645,5.51153,5.66931,0.0217798,5.46605,5.55972,5.55976,5.68738,5.75887,5.79153,5.83273,5.66722,5.55778,5.64246,0.0121434,5.51911,5.57194,5.5732,5.64292,5.66722,5.69707,5.80731,6.26233,6.174,6.23495,0.0142288,6.06156,6.17529,6.19176,6.22293,6.26233,6.2734,6.41276,-9999,-9999
20080720,20.944,1.0,17.482,0.574,1.0,21.438,3.522,1.0,19.662,16.302,1.146,20.142,3.463,20.944,1.0,17.482,0.574,1.0,21.438,3.522,1.0,437.602,247.573,1.0,231.427,247.573,1.0,-9999,-9999,341.715,341.715,0.0,387.843,1.0,347.201,387.843,1.0,9.655,1.0,8.248,9.655,1.0,100.206,100.206,0.0,0.003,0.003,0.0,1.84,2.172,1.0,0.237368772727,0.916666666667,149.404958333,1.0,478.8250625,1.0,-9999,-9999,37.3858,1.0,99.3428,1.0,71.8644,39.6612,77.4342,3.04084,28.1654,44.6426,1.0,32.2944,17.8229,34.7973,2.31012,12.7933,15.0,1,6,42,6,42,-1.02731,1.0,0.242099,0.244165,-1.05147,1.0,0.243351,0.245406,-1.03843,1.0,0.00672537,-1.10967,-1.07717,-1.06078,-1.05147,-1.01378,-1.01378,-0.974683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.42613,0.380786,1.0,0.418473,0.419243,-1.76369,3.55475,1.0,0.259838,0.2618,4.39202,0.421374,1.0,0.451111,0.451825,-1.78542,3.52027,1.0,0.260141,0.262102,4.38734,4.38734,4.38734,4.402,4.43812,4.43812,4.46455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.85001,-1.8145,-1.79501,-1.78542,-1.75051,-1.75051,-1.71122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.18156,4.63744,4.93222,0.0465314,4.50135,4.66973,4.67263,4.94106,5.18156,5.19188,5.24667,6.18829,5.6889,5.97064,0.040934,5.61102,5.72728,5.73341,6.01823,6.19534,6.20566,6.25622,5.78907,5.68647,5.79064,0.0164932,5.62532,5.66866,5.6696,5.8124,5.84423,5.88236,5.97922,6.48468,6.3175,6.43608,0.0158143,6.23921,6.33232,6.33567,6.4608,6.48818,6.49461,6.60104,-9999,-9999
20080721,19.914,1.0,14.758,1.246,1.0,20.65,3.533,1.0,20.644,18.368,1.44,20.97,3.218,19.914,1.0,14.758,1.246,1.0,20.65,3.533,1.0,434.509,245.689,1.0,189.751,245.689,1.0,-9999,-9999,358.821,358.821,0.0,381.54,1.0,365.267,381.54,1.0,5.491,1.0,7.328,5.491,1.0,100.165,100.165,0.0,0.419,0.419,0.0,2.55,3.936,1.0,0.351032659091,0.916666666667,153.003130435,0.958333333333,474.350958333,1.0,-9999,-9999,31.2032,1.0,91.6805,1.0,53.082,36.6021,71.3265,3.08996,25.9256,40.1106,1.0,23.2236,16.0136,31.2056,2.16414,11.4678,15.0,1,6,42,6,42,-0.232807,1.0,0.246289,0.247175,-0.278983,1.0,0.248859,0.249736,-0.226615,1.0,0.00627653,-0.297284,-0.248726,-0.248726,-0.226639,-0.206906,-0.206906,-0.128349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.78252,0.153847,1.0,0.383447,0.386654,-0.796753,3.38391,1.0,0.265652,0.266413,3.57409,0.256983,1.0,0.424832,0.427729,-0.817832,3.35404,1.0,0.267267,0.268024,3.42985,3.78252,3.81854,3.83428,3.85911,3.88192,3.91056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.819431,-0.819431,-0.817832,-0.806629,-0.77917,-0.77917,-0.689778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.24916,4.53814,4.90547,0.0588511,4.38034,4.56051,4.56265,4.77667,5.24916,5.25978,5.30057,5.46658,4.81712,5.13208,0.0538569,4.67762,4.80186,4.81138,5.00255,5.46658,5.46862,5.49619,5.43842,5.52953,5.76299,0.0308514,5.43877,5.59524,5.62184,5.65816,6.01848,6.01848,6.02651,6.43877,6.23902,6.4781,0.0209946,6.25424,6.37295,6.37514,6.42737,6.62615,6.65915,6.65915,-9999,-9999
20080722,19.65,1.0,16.584,1.957,1.0,20.173,4.263,1.0,21.482,19.924,1.024,21.748,2.357,19.65,1.0,16.584,1.957,1.0,20.173,4.263,1.0,431.347,192.34,1.0,174.132,192.34,1.0,-9999,-9999,375.111,375.111,0.0,409.077,1.0,382.473,409.077,1.0,2.904,1.0,5.538,2.904,1.0,99.996,99.996,0.0,2.199,2.199,0.0,2.766,3.1,1.0,0.284412606061,0.6875,111.56425,1.0,370.529291667,1.0,-9999,-9999,28.3295,1.0,74.7448,1.0,54.0703,40.0664,59.2831,2.65153,14.4898,30.1985,1.0,21.8455,16.1877,23.9516,2.06922,6.11602,15.0,1,7,41,7,41,-0.566311,0.979167,0.220715,0.22314,-0.603493,0.979167,0.224927,0.227307,-0.560295,0.979167,0.00504514,-0.619483,-0.592492,-0.592492,-0.549137,-0.537859,-0.526879,-0.518377,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,5.04413,1.49183,1.0,0.395588,0.416415,-1.50009,3.58153,0.97561,0.23967,0.244836,4.85224,1.62786,1.0,0.477542,0.494932,-1.50928,3.56458,0.97561,0.240301,0.245455,4.82491,4.82491,4.85224,4.92921,5.085,5.085,5.08634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.56705,-1.5366,-1.52307,-1.47495,-1.4404,-1.43654,-1.4267,0.97561,0.97561,0.97561,0.97561,0.97561,0.97561,0.97561,5.19471,4.45329,4.87787,0.0744872,4.30929,4.45842,4.46035,4.66824,5.22324,5.29364,5.56337,5.74739,5.05679,5.43816,0.0755515,4.87828,4.99397,5.00949,5.22046,5.81573,5.8276,6.07109,4.94787,5.30938,5.86509,0.115847,4.94896,5.27984,5.40515,5.44479,6.85467,6.85467,6.93451,6.43483,6.16804,6.65296,0.0922376,5.98532,6.17943,6.27993,6.31683,7.4634,7.4634,7.48155,-9999,-9999
20080723,22.582,1.0,19.401,1.998,1.0,23.125,5.365,1.0,22.931,20.368,0.798,23.369,2.903,22.582,1.0,19.401,1.998,1.0,23.125,5.365,1.0,428.118,236.23,1.0,196.198,236.23,1.0,-9999,-9999,371.798,371.798,0.0,416.818,1.0,378.973,416.818,1.0,6.511,1.0,7.343,6.511,1.0,99.653,99.653,0.0,0.655,0.655,0.0,2.629,2.492,1.0,0.267225380952,0.875,137.906604167,1.0,453.7153125,1.0,-9999,-9999,35.0548,1.0,96.9561,1.0,70.1757,52.0442,78.6084,2.92223,19.9074,29.902,1.0,21.6427,16.0508,24.2434,2.28274,6.48794,15.0,1,7,41,7,41,-1.17061,1.0,0.204774,0.231672,-1.17843,1.0,0.208604,0.235065,-1.07231,1.0,0.0152525,-1.17843,-1.15338,-1.14738,-1.11801,-0.937976,-0.936683,-0.936683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.75141,0.722896,1.0,0.368639,0.554771,-1.96114,3.5123,1.0,0.222281,0.229916,3.85932,0.506214,1.0,0.393939,0.571895,-1.98837,3.46945,1.0,0.225526,0.233054,3.75141,3.76234,3.85605,3.87637,4.5915,4.5915,4.59308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.98837,-1.95817,-1.95031,-1.91966,-1.84238,-1.84065,-1.84065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4191,4.56077,5.08636,0.0986335,4.47376,4.52382,4.5239,4.90746,5.4766,5.62067,6.19851,6.55577,5.73919,6.15867,0.0921444,5.59931,5.64083,5.64191,6.06084,6.55577,6.57226,7.13649,5.3298,5.42098,6.19021,0.129662,5.15192,5.5245,5.7064,5.75479,7.30697,7.30697,7.36172,6.63709,6.23488,6.81532,0.100169,6.03609,6.25583,6.42627,6.4667,7.68935,7.68935,7.71517,-9999,-9999
20080724,19.896,1.0,16.045,1.275,1.0,20.666,2.542,1.0,19.839,16.548,1.806,20.497,1.311,19.896,1.0,16.045,1.275,1.0,20.666,2.542,1.0,424.825,170.401,1.0,176.86,170.401,1.0,-9999,-9999,350.408,350.408,0.0,418.64,1.0,356.382,418.64,1.0,3.716,1.0,4.747,3.716,1.0,99.033,99.033,0.0,6.975,6.975,0.0,2.7,2.725,1.0,0.261903580645,0.645833333333,83.7032083333,1.0,323.95675,1.0,-9999,-9999,26.2764,1.0,78.3244,1.0,58.4997,42.6357,63.5025,2.81635,15.7227,28.6592,1.0,21.4052,15.6006,23.2358,2.02254,6.01046,15.0,1,8,40,8,40,-0.948794,1.0,0.209486,0.251311,-1.17549,1.0,0.216055,0.256812,-1.03745,1.0,0.0239677,-1.23505,-1.17737,-1.17323,-1.13173,-0.899714,-0.899714,-0.810796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.42733,0.427161,1.0,0.34279,0.723602,-1.98263,4.86056,1.0,0.232341,0.235336,3.33727,1.86714,1.0,0.445445,0.777507,-2.02676,4.79861,1.0,0.233418,0.236399,3.25154,3.28435,3.28435,3.43597,4.53262,4.55886,4.55886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.07849,-2.02703,-2.01835,-1.9959,-1.95218,-1.95218,-1.84411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.13602,4.35299,4.82369,0.090178,4.2197,4.32942,4.32974,4.61327,5.20483,5.36035,5.82105,6.05793,5.52848,5.86113,0.0695421,5.44093,5.47946,5.50225,5.77375,6.10296,6.17159,6.63184,5.833,5.35775,5.97681,0.0810477,5.10483,5.60922,5.62654,5.76343,6.61648,6.68884,6.69053,6.99685,6.61975,7.00276,0.0548974,6.45962,6.73777,6.73838,6.8836,7.42552,7.48046,7.48046,-9999,-9999
20080725,13.968,1.0,12.388,1.491,1.0,14.284,1.092,1.0,14.472,13.267,0.874,14.713,0.61,13.968,1.0,12.388,1.491,1.0,14.284,1.092,1.0,421.468,110.709,1.0,78.4,110.709,1.0,-9999,-9999,361.555,361.555,0.0,380.284,1.0,368.155,380.284,1.0,0.794,1.0,1.054,0.794,1.0,98.721,98.721,0.0,5.838,5.838,0.0,2.281,2.622,1.0,0.267861236842,0.791666666667,57.9659791667,1.0,208.497416667,1.0,-9999,-9999,14.545,1.0,51.4562,1.0,37.2434,27.6207,41.7188,2.23253,10.6866,23.5383,1.0,17.0367,12.6349,19.084,1.8843,5.13858,15.0,1,8,40,8,40,-2.00103,1.0,0.223373,0.234573,-2.12281,1.0,0.227336,0.23835,-2.04421,0.99375,0.014119,-2.21908,-2.12354,-2.09394,-2.03696,-1.99521,-1.98031,-1.91375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,3.59985,0.178615,1.0,0.347891,0.393742,-3.03392,5.41907,1.0,0.248755,0.254229,3.2949,0.359048,1.0,0.385544,0.427374,-3.11374,5.31816,1.0,0.251323,0.256742,3.20881,3.23203,3.32304,3.43053,3.51221,3.60084,3.63272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.20785,-3.1146,-3.10749,-3.02308,-3.00965,-3.00965,-2.93318,0.925,1.0,1.0,1.0,1.0,1.0,1.0,4.52521,3.90507,4.24867,0.0712242,3.75128,3.88043,3.88049,3.94696,4.59128,4.70007,4.82864,6.50471,6.02787,6.29288,0.0794206,5.75274,5.80466,5.86921,6.02787,6.68522,6.79401,7.04772,5.53221,5.03692,5.36185,0.0564718,4.75156,5.06209,5.06266,5.26255,5.70269,5.87581,5.8778,6.68865,6.39208,6.59535,0.0337638,6.25189,6.38163,6.38992,6.61872,6.81454,6.86718,6.86718,-9999,-9999
20080726,12.556,1.0,11.585,0.546,1.0,12.75,1.539,1.0,12.935,12.001,0.252,13.122,0.75,12.556,1.0,11.585,0.546,1.0,12.75,1.539,1.0,418.05,91.663,1.0,50.105,91.663,1.0,-9999,-9999,360.729,360.729,0.0,369.688,1.0,367.282,369.688,1.0,0.379,1.0,0.733,0.379,1.0,98.714,98.714,0.0,6.113,6.113,0.0,1.782,1.506,1.0,-9999,0.0,42.1505833333,1.0,177.474891667,1.0,-9999,-9999,14.106,1.0,34.188,1.0,24.9906,18.3515,27.7184,1.929,7.20656,18.1298,1.0,13.2524,9.73171,14.6989,1.62629,4.02531,15.0,1,8,40,8,40,-0.965673,1.0,0.197625,0.270637,-0.966695,1.0,0.200505,0.272747,-0.946403,1.0,0.0276734,-1.14942,-1.14445,-1.14445,-0.95369,-0.791718,-0.774648,-0.745662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4509,0.145731,1.0,0.344989,0.359924,-1.80686,4.38665,1.0,0.217864,0.293005,3.4509,0.145731,1.0,0.36938,0.383366,-1.80804,4.31631,1.0,0.219775,0.294428,3.10706,3.34056,3.42323,3.4509,3.52244,3.54577,3.76151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.00806,-2.00806,-2.00187,-1.80686,-1.62001,-1.61621,-1.59837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.34532,3.81257,4.11292,0.0630073,3.6744,3.79135,3.79139,3.83921,4.42331,4.54612,4.65467,5.29869,4.77927,5.05932,0.0867511,4.4655,4.53647,4.58311,4.77927,5.56776,5.68521,5.82489,5.32348,4.97971,5.10207,0.0406948,4.83568,4.83945,4.84074,4.99849,5.27247,5.4857,5.48743,6.22906,6.0982,6.18879,0.0278948,5.95672,6.00159,6.0047,6.21768,6.29653,6.43291,6.43291,-9999,-9999
20080727,13.343,1.0,12.742,0.681,1.0,13.463,1.296,1.0,14.123,13.314,1.028,14.285,1.779,13.343,1.0,12.742,0.681,1.0,13.463,1.296,1.0,414.573,65.396,1.0,95.637,65.396,1.0,-9999,-9999,358.165,358.165,0.0,377.643,1.0,364.575,377.643,1.0,0.004,1.0,1.025,0.004,1.0,98.948,98.948,0.0,9.04,9.04,0.0,0.9,1.621,1.0,-9999,0.0,27.7319791667,1.0,124.141091667,1.0,-9999,-9999,17.6074,1.0,30.6629,1.0,22.4138,16.4593,24.8604,1.79134,6.48016,12.9977,1.0,9.50102,6.97695,10.5381,1.49556,3.03405,15.0,1,8,40,8,40,-0.0717748,1.0,0.193885,0.232066,-0.241089,1.0,0.197581,0.235162,-0.10549,0.985417,0.0219699,-0.316737,-0.244951,-0.244951,-0.0379374,0.0101029,0.0101029,0.0540978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.57227,0.0951915,1.0,0.343753,0.388619,-0.797453,4.6266,1.0,0.213403,0.273859,2.99451,0.261411,1.0,0.378922,0.420048,-0.877692,4.55797,1.0,0.215543,0.27553,2.99451,3.24916,3.31095,3.37006,3.61169,3.61169,3.61169,1.0,0.25,1.0,1.0,1.0,1.0,1.0,-1.02846,-1.00559,-1.00559,-0.785608,-0.662328,-0.662328,-0.646418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.38591,3.90911,4.20219,0.0601211,3.77564,3.89383,3.89396,4.01856,4.48473,4.65367,4.88754,4.41618,4.1502,4.30768,0.076119,3.76985,3.83195,3.88383,4.1502,4.72968,4.8911,5.03112,4.96052,4.4345,4.84116,0.0321991,4.51993,4.58653,4.68122,4.81595,4.95048,5.0359,5.06977,4.62729,4.41859,4.59603,0.015683,4.32685,4.50884,4.5564,4.62218,4.65855,4.65855,4.69735,-9999,-9999
20080728,15.289,1.0,12.684,0.103,1.0,15.81,2.332,1.0,15.508,13.202,0.583,15.969,1.639,15.289,1.0,12.684,0.103,1.0,15.81,2.332,1.0,411.039,118.837,1.0,126.005,118.837,1.0,-9999,-9999,341.743,341.743,0.0,380.101,1.0,347.23,380.101,1.0,0.633,1.0,2.086,0.633,1.0,99.317,99.317,0.0,10.995,10.995,0.0,2.293,1.098,1.0,-9999,-9999,73.0041458333,1.0,226.895729167,1.0,-9999,-9999,26.2485,1.0,45.7771,0.9375,33.4619,24.5723,37.1144,2.12861,9.53789,23.9487,0.9375,17.5059,12.8552,19.4167,1.76994,5.176,14.0,1,8,40,8,40,-1.12521,0.9375,0.194795,0.237484,-1.26043,0.9375,0.191943,0.235151,-1.07082,0.9125,0.0221254,-1.26759,-1.24422,-1.17276,-1.06556,-0.972534,-0.972534,-0.842026,0.6875,0.6875,0.9375,0.9375,0.9375,0.9375,0.9375,3.61281,0.0201273,1.0,0.344392,0.403653,-2.02372,4.48896,0.925,0.214467,0.273713,2.87201,0.0338934,1.0,0.360856,0.417789,-2.03193,4.05891,0.925,0.209897,0.270147,2.87201,3.26254,3.26254,3.47284,3.68363,3.68363,3.68363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.15014,-2.11726,-2.09288,-1.99107,-1.77712,-1.77712,-1.60727,0.925,0.925,0.925,0.925,0.925,0.925,0.925,4.53335,4.10249,4.40596,0.0618304,3.96876,4.09507,4.09538,4.35863,4.65924,4.89514,5.02747,5.59382,5.36292,5.47679,0.0799509,4.80547,5.03934,5.06786,5.37058,5.83201,6.08898,6.16273,4.25532,3.25312,4.43602,0.129696,3.36763,3.59059,3.60311,4.25532,5.27436,5.28016,5.53143,5.45493,4.80291,5.43403,0.0586125,4.91027,5.03103,5.10619,5.45493,5.74075,5.74496,5.94809,-9999,-9999
20080729,14.33,1.0,9.944,2.161,1.0,15.342,3.618,1.0,14.723,11.08,0.998,15.563,2.656,14.33,1.0,9.944,2.161,1.0,15.342,3.618,1.0,407.449,236.08,1.0,230.002,236.08,1.0,-9999,-9999,289.004,289.004,0.0,337.585,1.0,291.529,337.585,1.0,5.533,1.0,6.921,5.533,1.0,99.684,99.684,0.0,0.0,0.0,0.0,3.08,2.208,1.0,0.230320641026,0.8125,128.610354167,1.0,453.611895833,1.0,-9999,-9999,19.4999,1.0,97.4147,1.0,71.2076,52.2904,78.0526,2.92321,19.3197,32.1586,1.0,23.5071,17.2621,25.7668,2.50905,6.78535,14.0,1,9,39,9,39,-2.20954,1.0,0.193696,0.238549,-2.08421,1.0,0.193231,0.238172,-2.09389,0.997917,0.0206836,-2.24309,-2.22605,-2.22605,-2.08421,-1.94757,-1.94757,-1.94423,0.979167,1.0,1.0,1.0,1.0,1.0,1.0,3.13995,0.477083,1.0,0.328388,0.332854,-3.34518,3.04437,1.0,0.216869,0.277165,2.95512,0.478937,1.0,0.335998,0.340363,-3.15388,2.98115,1.0,0.215662,0.276222,2.95512,3.06316,3.08165,3.10899,3.15259,3.17184,3.1753,1.0,0.888889,1.0,0.888889,1.0,1.0,1.0,-3.37601,-3.36621,-3.36402,-3.15388,-3.02102,-3.02102,-3.02102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.39656,4.04453,4.31406,0.0562907,3.92395,4.04094,4.04125,4.30622,4.53559,4.77879,4.81459,6.59777,6.12875,6.40795,0.0742151,5.87604,5.98653,5.98876,6.32325,6.75253,6.98833,7.05562,4.05116,3.09417,4.27203,0.132264,3.23431,3.37454,3.3843,4.05116,5.14968,5.15555,5.39955,6.46405,5.64109,6.49975,0.0892357,5.79806,5.91047,5.91529,6.47369,7.04608,7.05044,7.29468,-9999,-9999
