TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20080309,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-27.319,-28.373,2.311,-26.073,2.745,-27.319,0.0,-28.373,2.311,0.0,-26.073,2.745,0.0,126.19,-9999,-9999,67.429,67.429,0.0,-9999,-9999,151.067,151.067,0.0,-9999,-9999,145.844,145.844,0.0,-9999,-9999,0.0,0.0,0.0,99.869,99.869,0.0,0.0,0.0,0.0,1.372,1.372,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,6.48134,0.0,22.9204,-9999,-9999,-9999,-9999,-9999,-9999,24.7447,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.653368,0.0,-9999,-9999,0.653368,0.0,-9999,-9999,0.660011,0.0,0.00205897,0.636733,0.651569,0.653368,0.659041,0.666301,0.668804,0.680299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744971,0.346756,0.0,-9999,-9999,0.493288,0.155411,0.0,-9999,-9999,0.744971,0.346756,0.0,-9999,-9999,0.493288,0.155411,0.0,-9999,-9999,0.658992,0.667724,0.721118,0.744971,0.767061,0.781788,0.781788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461705,0.492596,0.493288,0.506399,0.525743,0.525743,0.611772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134517,0.139596,0.12203,0.00497314,0.0306389,0.0961127,0.121671,0.134039,0.135662,0.137884,0.14045,-0.531442,-0.513773,-0.537981,0.00535726,-0.630755,-0.570189,-0.54626,-0.525035,-0.518995,-0.515484,-0.513703,0.328877,0.338242,0.338469,0.00242761,0.320304,0.326404,0.326806,0.337547,0.339765,0.341339,0.37336,0.363013,0.39041,0.386652,0.00578788,0.340752,0.358553,0.359322,0.383561,0.389266,0.391567,0.47295,-9999,-9999
20080310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-25.901,-25.97,3.252,-25.819,3.231,-25.901,0.0,-25.97,3.252,0.0,-25.819,3.231,0.0,130.102,-9999,-9999,59.31,59.31,0.0,-9999,-9999,167.849,167.849,0.0,-9999,-9999,163.568,163.568,0.0,-9999,-9999,0.0,0.0,0.0,100.066,100.066,0.0,0.0,0.0,0.0,3.024,3.024,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.0541,0.0,19.9856,-9999,-9999,-9999,-9999,-9999,-9999,21.8605,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.614512,0.0,-9999,-9999,0.614512,0.0,-9999,-9999,0.577374,0.0,0.00606353,0.526202,0.530584,0.532223,0.564006,0.614512,0.616487,0.635386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765627,0.347132,0.0,-9999,-9999,0.38718,0.518284,0.0,-9999,-9999,0.765627,0.347132,0.0,-9999,-9999,0.38718,0.518284,0.0,-9999,-9999,0.681714,0.683823,0.687514,0.730961,0.732005,0.740337,0.765627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251691,0.293961,0.298186,0.38718,0.431069,0.431069,0.447576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180847,0.186699,0.165289,0.0061562,0.0502626,0.134467,0.164695,0.180295,0.18217,0.184731,0.18768,-0.451257,-0.427812,-0.412086,0.00929195,-0.545808,-0.464863,-0.442673,-0.429781,-0.358127,-0.350327,-0.344032,0.396242,0.407525,0.407798,0.00292486,0.385913,0.393262,0.393747,0.406688,0.40936,0.411256,0.449836,0.362635,0.390156,0.386412,0.00588001,0.339871,0.358021,0.358786,0.382775,0.388801,0.391306,0.474875,-9999,-9999
20080311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-17.636,-18.182,3.202,-16.992,1.808,-17.636,0.0,-18.182,3.202,0.0,-16.992,1.808,0.0,134.057,-9999,-9999,25.707,25.707,0.0,-9999,-9999,239.96,239.96,0.0,-9999,-9999,239.73,239.73,0.0,-9999,-9999,0.0,0.0,0.0,99.04,99.04,0.0,1.793,1.793,0.0,2.688,2.688,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,10.0333,0.0,19.8871,-9999,-9999,-9999,-9999,-9999,-9999,22.8302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.644325,0.0,-9999,-9999,0.644325,0.0,-9999,-9999,0.680745,0.0,0.00782681,0.625,0.644325,0.652321,0.675477,0.681811,0.716492,0.77955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808998,0.330843,0.0,-9999,-9999,0.398606,0.375561,0.0,-9999,-9999,0.808998,0.330843,0.0,-9999,-9999,0.398606,0.375561,0.0,-9999,-9999,0.716113,0.754084,0.773898,0.804717,0.808998,0.819174,0.819174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398606,0.4184,0.445191,0.477421,0.488303,0.538311,0.723536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524615,0.532569,0.495497,0.0111513,0.275778,0.443229,0.488344,0.523856,0.526424,0.529908,0.538838,-0.152719,-0.111757,-0.185248,0.0163046,-0.503362,-0.300608,-0.189853,-0.15479,-0.135654,-0.114417,-0.104553,0.8011,0.823911,0.824463,0.00591333,0.780217,0.795076,0.796056,0.822218,0.827621,0.831455,0.909453,0.315675,0.340583,0.337466,0.00579769,0.292577,0.310662,0.311309,0.332932,0.338071,0.341558,0.42921,-9999,-9999
20080312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.527,-13.865,0.549,-13.159,0.3,-13.527,0.0,-13.865,0.549,0.0,-13.159,0.3,0.0,138.053,-9999,-9999,11.016,11.016,0.0,-9999,-9999,271.169,271.169,0.0,-9999,-9999,272.693,272.693,0.0,-9999,-9999,0.0,0.0,0.0,98.127,98.127,0.0,4.551,4.551,0.0,3.89,3.89,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,6.48134,0.0,22.9204,-9999,-9999,-9999,-9999,-9999,-9999,24.7447,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,0.653368,0.0,-9999,-9999,0.653368,0.0,-9999,-9999,0.660011,0.0,0.00205897,0.636733,0.651569,0.653368,0.659041,0.666301,0.668804,0.680299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757199,0.348137,0.0,-9999,-9999,0.490939,0.152255,0.0,-9999,-9999,0.757199,0.348137,0.0,-9999,-9999,0.490939,0.152255,0.0,-9999,-9999,0.667782,0.676863,0.732392,0.757199,0.781665,0.788289,0.788289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468555,0.488656,0.490939,0.508462,0.521983,0.52446,0.604271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738958,0.746042,0.708061,0.0115214,0.476861,0.650962,0.692825,0.73828,0.740574,0.743679,0.754497,0.0741482,0.092674,0.0480501,0.0116682,-0.184532,-0.0153397,0.056092,0.0693391,0.0835617,0.0890058,0.0927693,1.00243,1.03098,1.03167,0.00739949,0.976303,0.994896,0.996122,1.02886,1.03562,1.04042,1.13802,0.243628,0.264053,0.262081,0.00549466,0.221804,0.23852,0.238997,0.255062,0.260436,0.264771,0.353161,-9999,-9999
20080313,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-18.293,-18.741,3.293,-17.845,0.914,-18.293,0.0,-18.741,3.293,0.0,-17.845,0.914,0.0,142.09,-9999,-9999,24.547,24.547,0.0,-9999,-9999,238.838,238.838,0.0,-9999,-9999,238.545,238.545,0.0,-9999,-9999,0.0,0.0,0.0,98.24,98.24,0.0,3.748,3.748,0.0,5.482,5.482,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,12.0541,0.0,19.9856,-9999,-9999,-9999,-9999,-9999,-9999,21.8605,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,0.614512,0.0,-9999,-9999,0.614512,0.0,-9999,-9999,0.577374,0.0,0.00606353,0.526202,0.530584,0.532223,0.564006,0.614512,0.616487,0.635386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781037,0.352782,0.0,-9999,-9999,0.403307,0.501545,0.0,-9999,-9999,0.781037,0.352782,0.0,-9999,-9999,0.403307,0.501545,0.0,-9999,-9999,0.690132,0.692266,0.696414,0.716219,0.744613,0.744613,0.781037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306373,0.32188,0.323817,0.403307,0.443539,0.443539,0.45867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.490456,0.49852,0.461765,0.0110344,0.24516,0.410349,0.455792,0.489687,0.49229,0.495822,0.504117,-0.140391,-0.115991,-0.115609,0.0134856,-0.35091,-0.18898,-0.14753,-0.118689,-0.0512432,-0.0409491,-0.0339119,0.768587,0.790472,0.791002,0.00567334,0.748552,0.762807,0.763747,0.788848,0.794031,0.797709,0.872542,0.309439,0.333975,0.330969,0.00578364,0.286399,0.3044,0.305033,0.326166,0.331344,0.334927,0.422976,-9999,-9999
20080314,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-26.245,-27.592,3.656,-24.899,1.356,-26.245,0.0,-27.592,3.656,0.0,-24.899,1.356,0.0,146.166,-9999,-9999,75.914,75.914,0.0,-9999,-9999,158.653,158.653,0.0,-9999,-9999,153.856,153.856,0.0,-9999,-9999,0.0,0.0,0.0,99.285,99.285,0.0,0.139,0.139,0.0,2.991,2.991,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,10.0333,0.0,19.8871,-9999,-9999,-9999,-9999,-9999,-9999,22.8302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,0.644325,0.0,-9999,-9999,0.644325,0.0,-9999,-9999,0.680745,0.0,0.00782681,0.625,0.644325,0.652321,0.675477,0.681811,0.716492,0.77955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833524,0.33005,0.0,-9999,-9999,0.408279,0.362956,0.0,-9999,-9999,0.833524,0.33005,0.0,-9999,-9999,0.408279,0.362956,0.0,-9999,-9999,0.742185,0.771528,0.795499,0.827044,0.828887,0.828887,0.833524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408279,0.443927,0.462373,0.480526,0.505553,0.553846,0.706132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168568,0.17426,0.153729,0.00588114,0.0442971,0.124014,0.153238,0.168031,0.169854,0.172345,0.175215,-0.510052,-0.470065,-0.527016,0.0116471,-0.734843,-0.566044,-0.535242,-0.510837,-0.490311,-0.471981,-0.461123,0.379655,0.390465,0.390727,0.00280243,0.369758,0.3768,0.377264,0.389663,0.392223,0.39404,0.431005,0.383721,0.412579,0.408544,0.00603434,0.360522,0.379111,0.379925,0.405689,0.411512,0.413804,0.49785,-9999,-9999
20080315,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-27.998,-28.632,3.299,-27.363,3.756,-27.998,0.0,-28.632,3.299,0.0,-27.363,3.756,0.0,150.28,-9999,-9999,77.652,77.652,0.0,-9999,-9999,164.397,164.397,0.0,-9999,-9999,159.923,159.923,0.0,-9999,-9999,0.0,0.0,0.0,100.043,100.043,0.0,0.0,0.0,0.0,2.414,2.414,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,6.48134,0.0,22.9204,-9999,-9999,-9999,-9999,-9999,-9999,24.7447,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,0.653368,0.0,-9999,-9999,0.653368,0.0,-9999,-9999,0.660011,0.0,0.00205897,0.636733,0.651569,0.653368,0.659041,0.666301,0.668804,0.680299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780385,0.335329,0.0,-9999,-9999,0.478848,0.160258,0.0,-9999,-9999,0.780385,0.335329,0.0,-9999,-9999,0.478848,0.160258,0.0,-9999,-9999,0.687241,0.696701,0.754544,0.780385,0.80587,0.81277,0.81277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457396,0.47666,0.478848,0.495641,0.508598,0.510972,0.587458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124895,0.129575,0.113347,0.00459873,0.0287466,0.0894485,0.113009,0.124454,0.12595,0.127998,0.130362,-0.541288,-0.523793,-0.546664,0.00501408,-0.632647,-0.576853,-0.555845,-0.534617,-0.528032,-0.525371,-0.523724,0.305201,0.313892,0.314102,0.00225285,0.297246,0.302906,0.30328,0.313247,0.315305,0.316766,0.346481,0.383352,0.412192,0.408167,0.00603603,0.360149,0.378738,0.379551,0.405279,0.411114,0.413416,0.497557,-9999,-9999
20080316,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-20.05,-20.326,4.006,-19.775,2.429,-20.05,0.0,-20.326,4.006,0.0,-19.775,2.429,0.0,154.431,-9999,-9999,50.095,50.095,0.0,-9999,-9999,215.61,215.61,0.0,-9999,-9999,214.012,214.012,0.0,-9999,-9999,0.0,0.0,0.0,98.788,98.788,0.0,0.612,0.612,0.0,2.907,2.907,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,12.0541,0.0,19.9856,-9999,-9999,-9999,-9999,-9999,-9999,21.8605,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,0.614512,0.0,-9999,-9999,0.614512,0.0,-9999,-9999,0.577374,0.0,0.00606353,0.526202,0.530584,0.532223,0.564006,0.614512,0.616487,0.635386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781037,0.352782,0.0,-9999,-9999,0.403307,0.501545,0.0,-9999,-9999,0.781037,0.352782,0.0,-9999,-9999,0.403307,0.501545,0.0,-9999,-9999,0.690132,0.692266,0.696414,0.716219,0.744613,0.744613,0.781037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306373,0.32188,0.323817,0.403307,0.443539,0.443539,0.45867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411227,0.419014,0.38516,0.0100886,0.188846,0.337846,0.380952,0.410487,0.412996,0.416406,0.423273,-0.219779,-0.195498,-0.192214,0.0126238,-0.407224,-0.261484,-0.22237,-0.198106,-0.130111,-0.120148,-0.113206,0.68098,0.70037,0.70084,0.00502666,0.663229,0.675859,0.676692,0.698932,0.703524,0.706783,0.773086,0.36085,0.388493,0.384795,0.00602575,0.337301,0.355987,0.356743,0.380391,0.386783,0.389631,0.476751,-9999,-9999
20080317,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.781,-12.597,2.491,-10.965,1.885,-11.781,0.0,-12.597,2.491,0.0,-10.965,1.885,0.0,158.616,-9999,-9999,42.329,42.329,0.0,-9999,-9999,264.864,264.864,0.0,-9999,-9999,266.033,266.033,0.0,-9999,-9999,0.0,0.0,0.0,98.183,98.183,0.0,0.762,0.762,0.0,2.278,2.278,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.0333,0.0,19.8871,-9999,-9999,-9999,-9999,-9999,-9999,22.8302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,0.644325,0.0,-9999,-9999,0.644325,0.0,-9999,-9999,0.680745,0.0,0.00782681,0.625,0.644325,0.652321,0.675477,0.681811,0.716492,0.77955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833524,0.33005,0.0,-9999,-9999,0.408279,0.362956,0.0,-9999,-9999,0.833524,0.33005,0.0,-9999,-9999,0.408279,0.362956,0.0,-9999,-9999,0.742185,0.771528,0.795499,0.827044,0.828887,0.828887,0.833524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408279,0.443927,0.462373,0.480526,0.505553,0.553846,0.706132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838178,0.844153,0.809472,0.0104546,0.59915,0.75253,0.78837,0.837606,0.839542,0.84216,0.851272,0.159737,0.199828,0.128726,0.0159286,-0.17999,0.0420097,0.110173,0.158773,0.178763,0.197835,0.208565,1.08245,1.11327,1.11402,0.00799013,1.05423,1.07431,1.07563,1.11099,1.11829,1.12347,1.22886,0.348651,0.37562,0.372118,0.00601651,0.325016,0.343682,0.344407,0.367985,0.373603,0.376712,0.465215,-9999,-9999
20080318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.346,-12.904,1.796,-9.788,1.41,-11.346,0.0,-12.904,1.796,0.0,-9.788,1.41,0.0,162.835,-9999,-9999,42.561,42.561,0.0,-9999,-9999,258.381,258.381,0.0,-9999,-9999,259.186,259.186,0.0,-9999,-9999,0.0,0.0,0.0,98.006,98.006,0.0,0.679,0.679,0.0,3.214,3.214,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,6.48134,0.0,22.9204,-9999,-9999,-9999,-9999,-9999,-9999,24.7447,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,0.653368,0.0,-9999,-9999,0.653368,0.0,-9999,-9999,0.660011,0.0,0.00205897,0.636733,0.651569,0.653368,0.659041,0.666301,0.668804,0.680299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780385,0.335329,0.0,-9999,-9999,0.478848,0.160258,0.0,-9999,-9999,0.780385,0.335329,0.0,-9999,-9999,0.478848,0.160258,0.0,-9999,-9999,0.687241,0.696701,0.754544,0.780385,0.80587,0.81277,0.81277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457396,0.47666,0.478848,0.495641,0.508598,0.510972,0.587458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862579,0.868308,0.834295,0.0102441,0.628107,0.777296,0.811833,0.86203,0.863887,0.866398,0.875131,0.197006,0.21494,0.174284,0.0103764,-0.0332866,0.110995,0.1751,0.194549,0.207182,0.212318,0.215017,1.10264,1.13404,1.1348,0.00813919,1.0739,1.09435,1.0957,1.13171,1.13915,1.14442,1.25178,0.359516,0.38732,0.383715,0.0062024,0.335167,0.354399,0.355147,0.379443,0.385249,0.388446,0.479676,-9999,-9999
20080319,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-21.304,-22.908,4.34,-19.7,0.956,-21.304,0.0,-22.908,4.34,0.0,-19.7,0.956,0.0,167.086,-9999,-9999,70.346,70.346,0.0,-9999,-9999,190.742,190.742,0.0,-9999,-9999,187.747,187.747,0.0,-9999,-9999,0.0,0.0,0.0,98.867,98.867,0.0,0.306,0.306,0.0,3.56,3.56,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,12.0541,0.0,19.9856,-9999,-9999,-9999,-9999,-9999,-9999,21.8605,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,0.614512,0.0,-9999,-9999,0.614512,0.0,-9999,-9999,0.577374,0.0,0.00606353,0.526202,0.530584,0.532223,0.564006,0.614512,0.616487,0.635386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781037,0.352782,0.0,-9999,-9999,0.403307,0.501545,0.0,-9999,-9999,0.781037,0.352782,0.0,-9999,-9999,0.403307,0.501545,0.0,-9999,-9999,0.690132,0.692266,0.696414,0.716219,0.744613,0.744613,0.781037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306373,0.32188,0.323817,0.403307,0.443539,0.443539,0.45867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357318,0.364854,0.333137,0.00940447,0.151311,0.288874,0.3301,0.356603,0.359029,0.362328,0.36823,-0.273831,-0.249657,-0.244237,0.0120104,-0.44476,-0.310456,-0.27374,-0.252183,-0.183705,-0.17403,-0.167173,0.619401,0.637038,0.637465,0.00457212,0.603255,0.614743,0.615501,0.635729,0.639906,0.642871,0.703178,0.395129,0.425115,0.421059,0.00641388,0.370342,0.390104,0.390938,0.417083,0.42364,0.426369,0.517589,-9999,-9999
20080320,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-25.524,-26.531,1.626,-24.597,2.484,-25.524,0.0,-26.531,1.626,0.0,-24.597,2.484,0.0,171.368,-9999,-9999,99.323,99.323,0.0,-9999,-9999,154.829,154.829,0.0,-9999,-9999,149.817,149.817,0.0,-9999,-9999,0.0,0.0,0.0,99.525,99.525,0.0,0.059,0.059,0.0,2.623,2.623,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,10.0333,0.0,19.8871,-9999,-9999,-9999,-9999,-9999,-9999,22.8302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23,25,0,0,0.644325,0.0,-9999,-9999,0.644325,0.0,-9999,-9999,0.680745,0.0,0.00782681,0.625,0.644325,0.652321,0.675477,0.681811,0.716492,0.77955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856867,0.316565,0.0,-9999,-9999,0.403814,0.356015,0.0,-9999,-9999,0.856867,0.316565,0.0,-9999,-9999,0.403814,0.356015,0.0,-9999,-9999,0.761746,0.781807,0.808484,0.820426,0.852027,0.852027,0.856867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403814,0.45557,0.46534,0.473171,0.50182,0.570862,0.689753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185206,0.191346,0.169023,0.00640714,0.0495773,0.136816,0.168489,0.184626,0.186593,0.18928,0.192376,-0.493162,-0.452979,-0.511722,0.0120707,-0.729563,-0.55924,-0.517615,-0.494199,-0.474198,-0.455045,-0.444384,0.410067,0.421744,0.422027,0.00302692,0.399378,0.406984,0.407485,0.420877,0.423643,0.425605,0.465531,0.422363,0.454002,0.449568,0.00656748,0.397279,0.417423,0.418322,0.446873,0.453004,0.455354,0.546093,-9999,-9999
